"title","summary","sector","stage","targetAmount","currency","problem_statement","problem_targetMarket","problem_marketSize","solution_description","solution_uniqueValue","solution_competitiveAdvantage","businessModel_revenueStreams","businessModel_pricingStrategy","businessModel_customerAcquisition","financials_currentRevenue","financials_projectedRevenue","financials_burnRate","financials_runway","status"
"AgriLink Global","Improves agriculture efficiency by 55% for over 60,565 businesses in Global","education","scaling","14586017","USD","29% of agriculture operations in Global remain manual, causing $2.5B in annual losses","retail distributors in global markets","$4.3B addressable market in Global and neighboring regions","IoT-enabled monitoring system with SMS alerts and predictive maintenance","2x cheaper than regional competitors with 5 patents filed","Exclusive partnership with Global industry associations and 1-year data advantage","$74/month SaaS subscription plus 4.8% transaction fee","$298 onboarding fee plus tiered monthly plans","Direct B2B sales through cooperatives and 12 signed enterprise LOIs","$0 pre-revenue","$7.6M ARR by Year 3","$103,000/month","9 months","approved"
"AgriSync Ethiopia","Improves retail efficiency by 42% for over 89,942 businesses in Ethiopia","agriculture","idea","9201834","USD","Hospitals in Addis Ababa spend 38% more on logistics due to fragmented procurement systems, wasting $9.3B yearly","SMEs in Addis Ababa","$3.4B addressable market in Ethiopia and neighboring regions","AI-powered analytics platform with automated reporting and mobile dashboards","2x cheaper than regional competitors with 5 patents filed","Exclusive partnership with Ethiopia industry associations and 2-year data advantage","$73/month SaaS subscription plus 3.9% transaction fee","$211 onboarding fee plus tiered monthly plans","Direct B2B sales through cooperatives and 2 signed enterprise LOIs","$45,000 ARR","$4.6M ARR by Year 2","$101,000/month","14 months","approved"
"ColdTrack Tanzania","Improves healthcare efficiency by 59% for over 8,170 businesses in Tanzania","energy","mvp","806335","USD","27% of produce in Tanzania spoils before reaching market, costing suppliers $3.4B annually","manufacturing firms in Dar es Salaam","$1.0B addressable market in Tanzania and neighboring regions","AI-powered analytics platform with automated reporting and mobile dashboards","3x cheaper than regional competitors with 3 patents filed","Exclusive partnership with Tanzania industry associations and 4-year data advantage","$181/month SaaS subscription plus 4.6% transaction fee","$548 onboarding fee plus tiered monthly plans","Direct B2B sales through cooperatives and 10 signed enterprise LOIs","$20,000 ARR","$10.4M ARR by Year 2","$71,000/month","19 months","approved"
"AquaLink Ethiopia","Improves agriculture efficiency by 31% for over 45,152 businesses in Ethiopia","real_estate","early-revenue","8162436","USD","55% of SMEs in Ethiopia lack access to affordable financing, leaving a $3.6B funding gap","retail distributors in Addis Ababa","$13.9B addressable market in Ethiopia and neighboring regions","IoT-enabled monitoring system with SMS alerts and predictive maintenance","5x cheaper than regional competitors with 3 patents filed","Exclusive partnership with Ethiopia industry associations and 2-year data advantage","$177/month SaaS subscription plus 1.5% transaction fee","$278 onboarding fee plus tiered monthly plans","Direct B2B sales through cooperatives and 15 signed enterprise LOIs","$12,000 ARR","$1.0M ARR by Year 3","$99,000/month","19 months","approved"
"HealthSense Kenya","Improves retail efficiency by 48% for over 46,658 businesses in Kenya","manufacturing","scaling","12613418","USD","21% of SMEs in Kenya lack access to affordable financing, leaving a $5.2B funding gap","urban hospitals in Nairobi","$20.8B addressable market in Kenya and neighboring regions","IoT-enabled monitoring system with SMS alerts and predictive maintenance","5x cheaper than regional competitors with 7 patents filed","Exclusive partnership with Kenya industry associations and 1-year data advantage","$182/month SaaS subscription plus 2.9% transaction fee","$945 onboarding fee plus tiered monthly plans","Direct B2B sales through cooperatives and 14 signed enterprise LOIs","$0 pre-revenue","$5.9M ARR by Year 3","$51,000/month","21 months","approved"
"AquaSense South Africa","Improves agriculture efficiency by 53% for over 85,465 businesses in South Africa","retail","idea","8551807","USD","Hospitals in Cape Town spend 61% more on logistics due to fragmented procurement systems, wasting $9.8B yearly","smallholder farmers in Cape Town","$17.9B addressable market in South Africa and neighboring regions","IoT-enabled monitoring system with SMS alerts and predictive maintenance","2x cheaper than regional competitors with 5 patents filed","Exclusive partnership with South Africa industry associations and 1-year data advantage","$96/month SaaS subscription plus 2.1% transaction fee","$728 onboarding fee plus tiered monthly plans","Direct B2B sales through cooperatives and 3 signed enterprise LOIs","$92,000 ARR","$15.6M ARR by Year 4","$28,000/month","17 months","approved"
"VisionLogic Nigeria","Improves supply chain efficiency by 28% for over 34,537 businesses in Nigeria","other","mvp","6860015","USD","56% of supply chain operations in Nigeria remain manual, causing $7.6B in annual losses","smallholder farmers in Lagos","$2.4B addressable market in Nigeria and neighboring regions","AI-powered analytics platform with automated reporting and mobile dashboards","2x cheaper than regional competitors with 5 patents filed","Exclusive partnership with Nigeria industry associations and 3-year data advantage","$82/month SaaS subscription plus 3.9% transaction fee","$799 onboarding fee plus tiered monthly plans","Direct B2B sales through cooperatives and 12 signed enterprise LOIs","$15,000 MRR","$18.1M ARR by Year 5","$53,000/month","8 months","approved"
"AquaSense Ethiopia","Improves agriculture efficiency by 53% for over 25,020 businesses in Ethiopia","technology","early-revenue","6636579","USD","58% of produce in Ethiopia spoils before reaching market, costing suppliers $2.6B annually","smallholder farmers in Addis Ababa","$3.9B addressable market in Ethiopia and neighboring regions","IoT-enabled monitoring system with SMS alerts and predictive maintenance","5x cheaper than regional competitors with 5 patents filed","Exclusive partnership with Ethiopia industry associations and 2-year data advantage","$60/month SaaS subscription plus 2.6% transaction fee","$127 onboarding fee plus tiered monthly plans","Direct B2B sales through cooperatives and 3 signed enterprise LOIs","$0 pre-revenue","$18.8M ARR by Year 4","$14,000/month","11 months","approved"
"ColdLink Ethiopia","Improves supply chain efficiency by 44% for over 17,958 businesses in Ethiopia","healthcare","scaling","17027056","USD","57% of supply chain operations in Ethiopia remain manual, causing $5.6B in annual losses","retail distributors in Addis Ababa","$2.0B addressable market in Ethiopia and neighboring regions","Cloud-based workflow automation suite integrated with regional payment rails","3x cheaper than regional competitors with 7 patents filed","Exclusive partnership with Ethiopia industry associations and 3-year data advantage","$38/month SaaS subscription plus 2.7% transaction fee","$724 onboarding fee plus tiered monthly plans","Direct B2B sales through cooperatives and 15 signed enterprise LOIs","$0 pre-revenue","$5.7M ARR by Year 2","$114,000/month","20 months","approved"
"FinLink Tanzania","Improves retail efficiency by 55% for over 84,850 businesses in Tanzania","fintech","idea","4608883","USD","39% of produce in Tanzania spoils before reaching market, costing suppliers $5.8B annually","retail distributors in Dar es Salaam","$1.0B addressable market in Tanzania and neighboring regions","Cloud-based workflow automation suite integrated with regional payment rails","3x cheaper than regional competitors with 4 patents filed","Exclusive partnership with Tanzania industry associations and 3-year data advantage","$97/month SaaS subscription plus 3.5% transaction fee","$447 onboarding fee plus tiered monthly plans","Direct B2B sales through cooperatives and 12 signed enterprise LOIs","$72,000 ARR","$2.7M ARR by Year 4","$10,000/month","23 months","approved"
"DataChain South Africa","Improves supply chain efficiency by 44% for over 22,878 businesses in South Africa","education","mvp","11128409","USD","Hospitals in Cape Town spend 27% more on logistics due to fragmented procurement systems, wasting $8.4B yearly","urban hospitals in Cape Town","$19.8B addressable market in South Africa and neighboring regions","IoT-enabled monitoring system with SMS alerts and predictive maintenance","5x cheaper than regional competitors with 1 patents filed","Exclusive partnership with South Africa industry associations and 2-year data advantage","$188/month SaaS subscription plus 2.5% transaction fee","$624 onboarding fee plus tiered monthly plans","Direct B2B sales through cooperatives and 15 signed enterprise LOIs","$78,000 MRR","$8.0M ARR by Year 2","$46,000/month","8 months","approved"
"AquaFlow Egypt","Improves agriculture efficiency by 57% for over 41,240 businesses in Egypt","agriculture","early-revenue","10608953","USD","49% of SMEs in Egypt lack access to affordable financing, leaving a $4.8B funding gap","retail distributors in Cairo","$18.5B addressable market in Egypt and neighboring regions","Blockchain-backed verification engine for secure cross-border transactions","2x cheaper than regional competitors with 2 patents filed","Exclusive partnership with Egypt industry associations and 2-year data advantage","$53/month SaaS subscription plus 1.4% transaction fee","$377 onboarding fee plus tiered monthly plans","Direct B2B sales through cooperatives and 13 signed enterprise LOIs","$0 pre-revenue","$3.2M ARR by Year 3","$114,000/month","14 months","approved"
"RetailPro Uganda","Improves retail efficiency by 50% for over 72,121 businesses in Uganda","energy","scaling","10941957","USD","63% of retail operations in Uganda remain manual, causing $2.4B in annual losses","urban hospitals in Kampala","$18.8B addressable market in Uganda and neighboring regions","Blockchain-backed verification engine for secure cross-border transactions","4x cheaper than regional competitors with 1 patents filed","Exclusive partnership with Uganda industry associations and 2-year data advantage","$189/month SaaS subscription plus 4.7% transaction fee","$118 onboarding fee plus tiered monthly plans","Direct B2B sales through cooperatives and 8 signed enterprise LOIs","$71,000 ARR","$10.3M ARR by Year 4","$22,000/month","24 months","approved"
